experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	RP2	11374	1	B05	OSTF1	5498	LW	2	3	NULL	1941
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	RP2	11374	1	C05	empty_AD	0	LW	2	4	NULL	8212
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	TFG	5933	1	D05	RNF4	100070216	LW	2	4	NULL	4253
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	TFG	5933	1	E05	empty_AD	0	LW	2	4	NULL	4626
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	CBS	359	1	F05	UBE2I	4616	LW	2	3	NULL	51
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	CBS	359	1	G05	empty_AD	0	LW	2	4	NULL	896
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	CBS	359	2	H05	UBE2I	4616	LW	2	3	NULL	497
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	CBS	359	2	A06	empty_AD	0	LW	2	4	NULL	2653
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	BAG3	5066	1	B06	SHISA6	100015467	LW	2	4	NULL	96
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	BAG3	5066	1	C06	empty_AD	0	LW	2	4	NULL	33
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	GRN	2448	1	D06	LCE3E	56828	LW	2	2	NULL	496
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	GRN	2448	1	E06	empty_AD	0	LW	2	4	NULL	3988
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	STXBP1	7652	2	F06	SYTL4	199	LW	2	4	NULL	836
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	STXBP1	7652	2	G06	empty_AD	0	LW	2	4	NULL	1089
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	STXBP1	7652	1	H06	SYTL4	199	LW	2	4	NULL	2965
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	STXBP1	7652	1	A07	empty_AD	0	LW	2	4	NULL	3691
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	HLCS	10884	1	B07	ANKRD29	1736	LW	2	4	NULL	1398
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	HLCS	10884	1	C07	empty_AD	0	LW	2	4	NULL	2308
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	3	D07	MBD3L1	71963	LW	2	4	NULL	2163
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	3	E07	AES	53886	LW	2	4	NULL	2692
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	3	F07	SYF2	3064	LW	2	4	NULL	2434
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	3	G07	CCDC74B	14408	LW	2	4	NULL	3720
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	3	H07	empty_AD	0	LW	2	4	NULL	3294
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	2	A08	MBD3L1	71963	LW	2	4	NULL	861
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	2	B08	AES	53886	LW	2	4	NULL	1190
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	2	C08	SYF2	3064	LW	2	4	NULL	289
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	2	D08	CCDC74B	14408	LW	2	4	NULL	1974
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	2	E08	empty_AD	0	LW	2	4	NULL	1718
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	1	F08	MBD3L1	71963	LW	2	4	NULL	4056
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	1	G08	AES	53886	LW	2	4	NULL	3074
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	1	H08	SYF2	3064	LW	2	4	NULL	561
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	1	A09	CCDC74B	14408	LW	2	4	NULL	3576
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	MLH1	2713	1	B09	empty_AD	0	LW	2	4	NULL	2622
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	ITGB2	4765	1	C09	LHFPL5	2012	LW	2	4	NULL	1427
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	G_DB	E_AD	ITGB2	4765	1	D09	empty_AD	0	LW	2	4	NULL	1457
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	JAGN1	12527	1	A01	PSCA	13502	LW	3	4	NULL	21818
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	JAGN1	12527	1	B01	empty_AD	0	LW	3	4	NULL	15902
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EBP	2416	1	C01	TMEM14B	14338	LW	3	4	NULL	17805
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EBP	2416	1	D01	empty_AD	0	LW	3	4	NULL	15630
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	E01	CERS4	6602	LW	3	4	NULL	14146
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	F01	ANKS6	12228	LW	3	4	NULL	11940
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	G01	CASC4	12141	LW	3	4	NULL	5341
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	H01	GORAB	12303	LW	3	4	NULL	10769
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	A02	KCNJ18	100080594	LW	3	4	NULL	14550
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	B02	INCA1	56442	LW	3	4	NULL	14097
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	C02	TCF23	70759	LW	3	4	NULL	15427
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	D02	LIME1	487	LW	3	4	NULL	2735
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	E02	ERMAP	52699	LW	3	4	NULL	13541
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	F02	CXorf66	70565	LW	3	4	NULL	14479
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	G02	SOWAHB	70750	LW	3	4	NULL	12210
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	H02	FAM209A	70989	LW	3	4	NULL	1275
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	A03	KCNN3	13559	LW	3	4	NULL	20546
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	B03	ANK1	13235	LW	3	4	NULL	18844
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	C03	C7orf45	1617	LW	3	4	NULL	16485
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	D03	ZNF774	14269	LW	3	4	NULL	18516
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	EMD	3535	1	E03	empty_AD	0	LW	3	4	NULL	13742
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	NMNAT1	7675	1	F03	NMNAT1	7675	LW	3	4	NULL	6924
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	NMNAT1	7675	1	G03	empty_AD	0	LW	3	4	NULL	4183
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	H03	LRIF1	333	LW	3	4	NULL	1212
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	A04	POLR1D	2739	LW	3	4	NULL	12464
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	B04	XPA	7662	LW	3	4	NULL	8600
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	C04	RBM48	71288	LW	3	4	NULL	9575
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	D04	ZIM2	71894	LW	3	4	NULL	6819
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	E04	STMN3	6710	LW	3	4	NULL	10695
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	F04	NME4	4351	LW	3	4	NULL	7174
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	G04	TNNI1	6326	LW	3	4	NULL	14150
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	H04	WASH3P	11452	LW	3	4	NULL	1273
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	POLR1C	5431	1	A05	empty_AD	0	LW	3	4	NULL	14204
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	RP2	11374	1	B05	OSTF1	5498	LW	3	3	NULL	8317
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	RP2	11374	1	C05	empty_AD	0	LW	3	4	NULL	5317
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	TFG	5933	1	D05	RNF4	100070216	LW	3	4	NULL	8948
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	TFG	5933	1	E05	empty_AD	0	LW	3	4	NULL	10360
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	CBS	359	1	F05	UBE2I	4616	LW	3	3	NULL	11
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	CBS	359	1	G05	empty_AD	0	LW	3	4	NULL	441
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	CBS	359	2	H05	UBE2I	4616	LW	3	3	NULL	18
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	CBS	359	2	A06	empty_AD	0	LW	3	4	NULL	4713
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	BAG3	5066	1	B06	SHISA6	100015467	LW	3	3	NULL	1982
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	BAG3	5066	1	C06	empty_AD	0	LW	3	4	NULL	3473
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	GRN	2448	1	D06	LCE3E	56828	LW	3	3	NULL	0
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	GRN	2448	1	E06	empty_AD	0	LW	3	4	NULL	4113
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	STXBP1	7652	2	F06	SYTL4	199	LW	3	4	NULL	1111
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	STXBP1	7652	2	G06	empty_AD	0	LW	3	4	NULL	1854
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	STXBP1	7652	1	H06	SYTL4	199	LW	3	4	NULL	1947
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	STXBP1	7652	1	A07	empty_AD	0	LW	3	4	NULL	3417
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	HLCS	10884	1	B07	ANKRD29	1736	LW	3	4	NULL	2421
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	HLCS	10884	1	C07	empty_AD	0	LW	3	4	NULL	2125
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	3	D07	MBD3L1	71963	LW	3	4	NULL	1227
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	3	E07	AES	53886	LW	3	4	NULL	607
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	3	F07	SYF2	3064	LW	3	4	NULL	1066
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	3	G07	CCDC74B	14408	LW	3	4	NULL	807
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	3	H07	empty_AD	0	LW	3	4	NULL	1416
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	2	A08	MBD3L1	71963	LW	3	4	NULL	1138
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	2	B08	AES	53886	LW	3	4	NULL	753
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	2	C08	SYF2	3064	LW	3	4	NULL	1529
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	2	D08	CCDC74B	14408	LW	3	4	NULL	333
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	2	E08	empty_AD	0	LW	3	4	NULL	611
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	1	F08	MBD3L1	71963	LW	3	4	NULL	1590
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	1	G08	AES	53886	LW	3	4	NULL	366
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	1	H08	SYF2	3064	LW	3	4	NULL	806
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	1	A09	CCDC74B	14408	LW	3	4	NULL	1692
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	MLH1	2713	1	B09	empty_AD	0	LW	3	4	NULL	1741
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	ITGB2	4765	1	C09	LHFPL5	2012	LW	3	4	NULL	1288
HsVcPPIP01a6	YKCVCY	YKCVCY_3_HsVcPPIP01a6_1	O_DB	N_AD	ITGB2	4765	1	D09	empty_AD	0	LW	3	4	NULL	740
