experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	2	G04	HBA1	2794	LW	1	4	NULL	49815
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	2	H04	empty_AD	0	LW	1	4	NULL	55643
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	3	A05	HBA1	2794	LW	1	4	NULL	55841
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	3	B05	empty_AD	0	LW	1	4	NULL	56261
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	4	C05	HBA1	2794	LW	1	4	NULL	96049
HsVcPillar2a2	XPKLWH	XPKLWH_sample_01	D_DB	P_AD	HBB	5808	4	D05	empty_AD	0	LW	1	4	NULL	89772
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	1	A01	PIAS2	6490	3AT	2	3	NULL	12746
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	1	B01	empty_AD	0	3AT	2	0	NULL	8
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	2	C01	PIAS2	6490	3AT	2	1	NULL	3606
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	2	D01	empty_AD	0	3AT	2	0	NULL	22
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	3	E01	PIAS2	6490	3AT	2	3	NULL	40506
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	3	F01	empty_AD	0	3AT	2	0	NULL	12
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	4	G01	PIAS2	6490	3AT	2	2	NULL	26452
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	CBS	359	4	H01	empty_AD	0	3AT	2	0	NULL	1
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	1	A02	PIAS2	6490	3AT	2	3	NULL	32382
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	1	B02	KRT33B	6802	3AT	2	2	NULL	30882
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	1	C02	POLR2G	71987	3AT	2	0	NULL	9
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	1	D02	empty_AD	0	3AT	2	0	NULL	4
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	2	E02	PIAS2	6490	3AT	2	3	NULL	39812
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	2	F02	KRT33B	6802	3AT	2	2	NULL	298
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	2	G02	POLR2G	71987	3AT	2	0	NULL	30904
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	2	H02	empty_AD	0	3AT	2	0	NULL	23486
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	3	A03	PIAS2	6490	3AT	2	3	NULL	51557
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	3	B03	KRT33B	6802	3AT	2	2	NULL	34031
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	3	C03	POLR2G	71987	3AT	2	0	NULL	8978
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	3	D03	empty_AD	0	3AT	2	0	NULL	22095
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	4	E03	PIAS2	6490	3AT	2	3	NULL	43670
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	4	F03	KRT33B	6802	3AT	2	2	NULL	40640
