orf_id	ensembl_gene_id	ensembl_gene_id_version	ensembl_protein_id	hgnc_symbol	hgnc_id	uniprot_ac
4622	ENSG00000109079	10	ENSP00000226225	TNFAIP1	HGNC:11894	Q13829
4623	ENSG00000117153	16	ENSP00000356230	KLHL12	HGNC:19360	Q53G59
4625	ENSG00000248098	12	ENSP00000269980	BCKDHA	HGNC:986	P12694
4635	ENSG00000147274	14	ENSP00000359645	RBMX	HGNC:9910	P38159
4636	ENSG00000139546	11	ENSP00000266987	TARBP2	HGNC:11569	Q15633
4662	ENSG00000099622	14	ENSP00000322887	CIRBP	HGNC:1982	Q14011
4664	ENSG00000071539	14	ENSP00000166345	TRIP13	HGNC:12307	Q15645
4671	ENSG00000077312	9	ENSP00000243563	SNRPA	HGNC:11151	P09012
4676	ENSG00000132386	11	ENSP00000254722	SERPINF1	HGNC:8824	P36955
4683	ENSG00000131828	14	ENSP00000394382	PDHA1	HGNC:8806	P08559
4687	ENSG00000141646	15	ENSP00000341551	SMAD4	HGNC:6770	Q13485
4692	ENSG00000111716	14	ENSP00000229319	LDHB	HGNC:6541	P07195
4695	ENSG00000123415	16	ENSP00000421139	SMUG1	HGNC:17148	Q53HV7
4696	ENSG00000134590	14	ENSP00000257013	RTL8C	HGNC:2569	A6ZKI3
4706	ENSG00000165119	22	ENSP00000365439	HNRNPK	HGNC:5044	P61978
4717	ENSG00000138180	16	ENSP00000360540	CEP55	HGNC:1161	Q53EZ4
4723	ENSG00000140416	24	ENSP00000288398	TPM1	HGNC:12010	P09493
4725	ENSG00000163682	17	ENSP00000346022	RPL9	HGNC:10369	P32969
4727	ENSG00000213416	4	ENSP00000377582	KRTAP4-12	HGNC:16776	Q9BQ66
4755	ENSG00000112130	17	ENSP00000362578	RNF8	HGNC:10071	O76064
4757	ENSG00000105404	11	ENSP00000222008	RABAC1	HGNC:9794	Q9UI14
4759	ENSG00000139722	7	ENSP00000267202	VPS37B	HGNC:25754	Q9H9H4
4761	ENSG00000006125	18	ENSP00000483185	AP2B1	HGNC:563	P63010
4765	ENSG00000160255	19	ENSP00000498780	ITGB2	HGNC:6155	P05107
4784	ENSG00000112855	17	ENSP00000230771	HARS2	HGNC:4817	P49590
4785	ENSG00000124356	17	ENSP00000377633	STAMBP	HGNC:16950	O95630
4786	ENSG00000156795	8	ENSP00000287387	NTAQ1	HGNC:25490	Q96HA8
4798	ENSG00000124074	12	ENSP00000243878	ENKD1	HGNC:25246	Q9H0I2
4812	ENSG00000104812	15	ENSP00000317904	GYS1	HGNC:4706	P13807
4815	ENSG00000213923	13	ENSP00000380044	CSNK1E	HGNC:2453	P49674
4828	ENSG00000093009	11	ENSP00000263201	CDC45	HGNC:1739	O75419
4829	ENSG00000138030	14	ENSP00000260599	KHK	HGNC:6315	P50053
4830	ENSG00000101945	17	ENSP00000365877	SUV39H1	HGNC:11479	O43463
4832	ENSG00000197912	16	ENSP00000341157	SPG7	HGNC:11237	Q9UQ90
4836	ENSG00000005486	17	ENSP00000391232	RHBDD2	HGNC:23082	Q6NTF9
4841	ENSG00000087076	9	ENSP00000263278	HSD17B14	HGNC:23238	Q9BPX1
4851	ENSG00000128513	16	ENSP00000350249	POT1	HGNC:17284	Q9NUX5
4854	ENSG00000163161	14	ENSP00000285398	ERCC3	HGNC:3435	P19447
4857	ENSG00000025434	19	ENSP00000384745	NR1H3	HGNC:7966	Q13133
4860	ENSG00000100916	14	ENSP00000216807	BRMS1L	HGNC:20512	Q5PSV4
4862	ENSG00000158014	15	ENSP00000363396	SLC30A2	HGNC:11013	Q9BRI3
4870	ENSG00000205420	11	ENSP00000369317	KRT6A	HGNC:6443	P02538
4872	ENSG00000064655	19	ENSP00000417105	EYA2	HGNC:3520	O00167
4910	ENSG00000116337	20	ENSP00000345498	AMPD2	HGNC:469	Q01433
4920	ENSG00000173207	13	ENSP00000311083	CKS1B	HGNC:19083	P61024
4929	ENSG00000178860	9	ENSP00000321445	MSC	HGNC:7321	O60682
4935	ENSG00000036565	15	ENSP00000265808	SLC18A1	HGNC:10934	P54219
4938	ENSG00000138435	16	ENSP00000386684	CHRNA1	HGNC:1955	P02708
4946	ENSG00000054356	14	ENSP00000392598	PTPRN	HGNC:9676	Q16849
4948	ENSG00000012232	10	ENSP00000220562	EXTL3	HGNC:3518	O43909
4955	ENSG00000173641	18	ENSP00000310111	HSPB7	HGNC:5249	Q9UBY9
4960	ENSG00000166228	9	ENSP00000299299	PCBD1	HGNC:8646	P61457
4973	ENSG00000115806	13	ENSP00000234160	GORASP2	HGNC:17500	Q9H8Y8
4976	ENSG00000106785	15	ENSP00000344208	TRIM14	HGNC:16283	Q14142
4978	ENSG00000113761	12	ENSP00000350869	ZNF346	HGNC:16403	Q9UL40
4981	ENSG00000182372	10	ENSP00000328182	CLN8	HGNC:2079	Q9UBY8
4982	ENSG00000108798	9	ENSP00000225941	ABI3	HGNC:29859	Q9P2A4
4983	ENSG00000042753	12	ENSP00000263270	AP2S1	HGNC:565	P53680
5003	ENSG00000162129	15	ENSP00000294053	CLPB	HGNC:30664	Q9H078
5046	ENSG00000124588	22	ENSP00000369822	NQO2	HGNC:7856	P16083
5052	ENSG00000132763	15	ENSP00000478859	MMACHC	HGNC:24525	Q9Y4U1
5053	ENSG00000101310	17	ENSP00000497473	SEC23B	HGNC:10702	Q15437
5065	ENSG00000187699	10	ENSP00000345107	C2orf88	HGNC:28191	Q9BSF0
5066	ENSG00000151929	10	ENSP00000358081	BAG3	HGNC:939	O95817
5074	ENSG00000092330	19	ENSP00000267415	TINF2	HGNC:11824	Q9BSI4
5081	ENSG00000122557	11	ENSP00000310729	HERPUD2	HGNC:21915	Q9BSE4
5082	ENSG00000130402	14	ENSP00000252699	ACTN4	HGNC:166	O43707
5093	ENSG00000163472	19	ENSP00000384748	TMEM79	HGNC:28196	Q9BSE2
5132	ENSG00000100983	12	ENSP00000498303	GSS	HGNC:4624	P48637
5143	ENSG00000112559	15	ENSP00000230321	MDFI	HGNC:6967	Q99750
5147	ENSG00000117118	10	ENSP00000364649	SDHB	HGNC:10681	P21912
5163	ENSG00000144485	11	ENSP00000272937	HES6	HGNC:18254	Q96HZ4
5175	ENSG00000160972	10	ENSP00000391126	PPP1R16A	HGNC:14941	Q96I34
5219	ENSG00000103266	11	ENSP00000219548	STUB1	HGNC:11427	Q9UNE7
5221	ENSG00000151092	18	ENSP00000280700	NGLY1	HGNC:17646	Q96IV0
5229	ENSG00000122359	18	ENSP00000404412	ANXA11	HGNC:535	P50995
5231	ENSG00000002834	18	ENSP00000391897	LASP1	HGNC:6513	Q14847
5285	ENSG00000115507	10	ENSP00000282549	OTX1	HGNC:8521	P32242
5307	ENSG00000095906	17	ENSP00000262302	NUBP2	HGNC:8042	Q9Y5Y2
5313	ENSG00000104884	17	ENSP00000431229	ERCC2	HGNC:3434	P18074
5335	ENSG00000140650	13	ENSP00000268261	PMM2	HGNC:9115	O15305
5345	ENSG00000167244	22	ENSP00000414497	IGF2	HGNC:5466	P01344
5348	ENSG00000142208	18	ENSP00000497822	AKT1	HGNC:391	P31749
5358	ENSG00000152556	17	ENSP00000352842	PFKM	HGNC:8877	P08237
5359	ENSG00000183386	10	ENSP00000362107	FHL3	HGNC:3704	Q13643
5375	ENSG00000258947	8	ENSP00000320295	TUBB3	HGNC:20772	Q13509
5385	ENSG00000141499	18	ENSP00000379727	WRAP53	HGNC:25522	Q9BUR4
5398	ENSG00000176974	21	ENSP00000318868	SHMT1	HGNC:10850	P34896
5400	ENSG00000127054	22	ENSP00000413493	INTS11	HGNC:26052	Q5TA45
5424	ENSG00000136573	15	ENSP00000259089	BLK	HGNC:1057	P51451
5431	ENSG00000171453	20	ENSP00000496044	POLR1C	HGNC:20194	O15160
5437	ENSG00000107371	14	ENSP00000323046	EXOSC3	HGNC:17944	Q9NQT5
5439	ENSG00000187796	16	ENSP00000360799	CARD9	HGNC:16391	Q9H257
5441	ENSG00000179950	15	ENSP00000322036	PUF60	HGNC:17042	Q9UHX1
5442	ENSG00000126778	12	ENSP00000494686	SIX1	HGNC:10887	Q15475
5453	ENSG00000185808	14	ENSP00000353719	PIGP	HGNC:3046	P57054
5462	ENSG00000213281	5	ENSP00000358548	NRAS	HGNC:7989	P01111
5491	ENSG00000081870	12	ENSP00000194214	HSPB11	HGNC:25019	Q9Y547
5498	ENSG00000134996	12	ENSP00000340836	OSTF1	HGNC:8510	Q92882
5499	ENSG00000204568	12	ENSP00000259873	MRPS18B	HGNC:14516	Q9Y676
5539	ENSG00000132950	19	ENSP00000372364	ZMYM5	HGNC:13029	Q9UJ78
5585	ENSG00000109846	9	ENSP00000499082	CRYAB	HGNC:2389	P02511
5590	ENSG00000151790	9	ENSP00000444788	TDO2	HGNC:11708	P48775
5591	ENSG00000112312	10	ENSP00000230056	GMNN	HGNC:17493	O75496
5593	ENSG00000163735	7	ENSP00000296027	CXCL5	HGNC:10642	P42830
5597	ENSG00000027697	16	ENSP00000356713	IFNGR1	HGNC:5439	P15260
5607	ENSG00000100519	12	ENSP00000401802	PSMC6	HGNC:9553	P62333
5613	ENSG00000118137	10	ENSP00000236850	APOA1	HGNC:600	P02647
5619	ENSG00000126953	8	ENSP00000361993	TIMM8A	HGNC:11817	O60220
5628	ENSG00000254647	7	ENSP00000370731	INS	HGNC:6081	P01308
5629	ENSG00000277462	2	ENSP00000355459	ZNF670	HGNC:28167	Q9BS34
5633	ENSG00000143156	14	ENSP00000356785	NME7	HGNC:20461	Q9Y5B8
5645	ENSG00000170180	22	ENSP00000493142	GYPA	HGNC:4702	P02724
5651	ENSG00000172399	6	ENSP00000306997	MYOZ2	HGNC:1330	Q9NPC6
5673	ENSG00000198523	6	ENSP00000350132	PLN	HGNC:9080	P26678
5681	ENSG00000129170	10	ENSP00000265968	CSRP3	HGNC:2472	P50461
5702	ENSG00000073584	20	ENSP00000323967	SMARCE1	HGNC:11109	Q969G3
5712	ENSG00000143549	22	ENSP00000498577	TPM3	HGNC:12012	P06753
5716	ENSG00000163660	12	ENSP00000295926	CCNL1	HGNC:20569	Q9UK58
5718	ENSG00000175206	11	ENSP00000365663	NPPA	HGNC:7939	P01160
5723	ENSG00000168484	13	ENSP00000316152	SFTPC	HGNC:10802	P11686
5737	ENSG00000087086	15	ENSP00000366525	FTL	HGNC:3999	P02792
5738	ENSG00000144580	14	ENSP00000295701	CNOT9	HGNC:10445	Q92600
5772	ENSG00000175334	8	ENSP00000310275	BANF1	HGNC:17397	O75531
5793	ENSG00000149516	14	ENSP00000278865	MS4A3	HGNC:7317	Q96HJ5
5801	ENSG00000053501	14	ENSP00000263897	USE1	HGNC:30882	Q9NZ43
5807	ENSG00000112186	13	ENSP00000229922	CAP2	HGNC:20039	P40123
5808	ENSG00000244734	4	ENSP00000333994	HBB	HGNC:4827	P68871
5810	ENSG00000067560	14	ENSP00000400175	RHOA	HGNC:667	P61586
5817	ENSG00000100056	12	ENSP00000252137	ESS2	HGNC:16817	Q96DF8
5818	ENSG00000181449	4	ENSP00000323588	SOX2	HGNC:11195	P48431
5823	ENSG00000141738	14	ENSP00000310771	GRB7	HGNC:4567	Q14451
5839	ENSG00000127824	15	ENSP00000248437	TUBA4A	HGNC:12407	P68366
5848	ENSG00000049860	14	ENSP00000261416	HEXB	HGNC:4879	P07686
5852	ENSG00000148356	15	ENSP00000300417	LRSAM1	HGNC:25135	Q6UWE0
5854	ENSG00000140263	15	ENSP00000267814	SORD	HGNC:11184	Q00796
5861	ENSG00000105568	19	ENSP00000324804	PPP2R1A	HGNC:9302	P30153
5864	ENSG00000147889	18	ENSP00000467857	CDKN2A	HGNC:1787	P42771
5865	ENSG00000130005	13	ENSP00000252288	GAMT	HGNC:4136	Q14353
5875	ENSG00000084754	12	ENSP00000370023	HADHA	HGNC:4801	P40939
5880	ENSG00000198682	13	ENSP00000354436	PAPSS2	HGNC:8604	O95340
5894	ENSG00000100109	17	ENSP00000384421	TFIP11	HGNC:17165	Q9UBB9
5896	ENSG00000101444	13	ENSP00000217426	AHCY	HGNC:343	P23526
5901	ENSG00000113196	3	ENSP00000231121	HAND1	HGNC:4807	O96004
5904	ENSG00000180228	14	ENSP00000318176	PRKRA	HGNC:9438	O75569
5910	ENSG00000123454	12	ENSP00000376776	DBH	HGNC:2689	P09172
5912	ENSG00000242028	8	ENSP00000401155	HYPK	HGNC:18418	Q9NX55
5916	ENSG00000130299	17	ENSP00000313818	GTPBP3	HGNC:14880	Q969Y2
5923	ENSG00000142856	17	ENSP00000271002	ITGB3BP	HGNC:6157	Q13352
5931	ENSG00000090339	9	ENSP00000264832	ICAM1	HGNC:5344	P05362
5933	ENSG00000114354	15	ENSP00000240851	TFG	HGNC:11758	Q92734
5935	ENSG00000128340	16	ENSP00000249071	RAC2	HGNC:9802	P15153
5942	ENSG00000153944	12	ENSP00000284073	MSI2	HGNC:18585	Q96DH6
5949	ENSG00000166261	11	ENSP00000432504	ZNF202	HGNC:12994	O95125
5951	ENSG00000183010	17	ENSP00000328858	PYCR1	HGNC:9721	P32322
5965	ENSG00000115641	19	ENSP00000433567	FHL2	HGNC:3703	Q14192
5970	ENSG00000101255	12	ENSP00000217233	TRIB3	HGNC:16228	Q96RU7
5989	ENSG00000171552	14	ENSP00000302564	BCL2L1	HGNC:992	Q07817
5991	ENSG00000152234	16	ENSP00000381736	ATP5F1A	HGNC:823	P25705
6007	ENSG00000177697	19	ENSP00000380565	CD151	HGNC:1630	P48509
6014	ENSG00000130707	18	ENSP00000253004	ASS1	HGNC:758	P00966
6018	ENSG00000070669	17	ENSP00000377845	ASNS	HGNC:753	P08243
6027	ENSG00000114353	17	ENSP00000312999	GNAI2	HGNC:4385	P04899
6046	ENSG00000125733	18	ENSP00000320493	TRIP10	HGNC:12304	Q15642
6059	ENSG00000176209	12	ENSP00000390750	SMIM19	HGNC:25166	Q96E16
6077	ENSG00000125618	18	ENSP00000395498	PAX8	HGNC:8622	Q06710
6080	ENSG00000065427	15	ENSP00000303043	KARS1	HGNC:6215	Q15046
6096	ENSG00000115204	15	ENSP00000369383	MPV17	HGNC:7224	P39210
6112	ENSG00000167625	11	ENSP00000301215	ZNF526	HGNC:29415	Q8TF50
6119	ENSG00000107882	12	ENSP00000358918	SUFU	HGNC:16466	Q9UMX1
6129	ENSG00000014216	16	ENSP00000279247	CAPN1	HGNC:1476	P07384
6137	ENSG00000069011	16	ENSP00000265340	PITX1	HGNC:9004	P78337
6138	ENSG00000184292	7	ENSP00000360269	TACSTD2	HGNC:11530	P09758
6151	ENSG00000100644	17	ENSP00000338018	HIF1A	HGNC:4910	Q16665
6157	ENSG00000123240	17	ENSP00000368021	OPTN	HGNC:17142	Q96CV9
6171	ENSG00000006453	14	ENSP00000005260	BAIAP2L1	HGNC:21649	Q9UHR4
6173	ENSG00000102974	16	ENSP00000264010	CTCF	HGNC:13723	P49711
6179	ENSG00000197951	10	ENSP00000328245	ZNF71	HGNC:13141	Q9NQZ8
6192	ENSG00000174808	12	ENSP00000379092	BTC	HGNC:1121	P35070
6195	ENSG00000171703	17	ENSP00000343515	TCEA2	HGNC:11614	Q15560
6197	ENSG00000112576	13	ENSP00000362082	CCND3	HGNC:1585	P30281
6203	ENSG00000134709	13	ENSP00000360252	HOOK1	HGNC:19884	Q9UJC3
6211	ENSG00000136881	12	ENSP00000259407	BAAT	HGNC:932	Q14032
6231	ENSG00000162512	16	ENSP00000338346	SDC3	HGNC:10660	O75056
6232	ENSG00000012171	20	ENSP00000485281	SEMA3B	HGNC:10724	Q13214
6236	ENSG00000110925	7	ENSP00000228515	CSRNP2	HGNC:16006	Q9H175
6254	ENSG00000276644	5	ENSP00000516320	DACH1	HGNC:2663	Q9UI36
6269	ENSG00000164325	8	ENSP00000296776	TMEM174	HGNC:28187	Q8WUU8
6281	ENSG00000157551	19	ENSP00000381911	KCNJ15	HGNC:6261	Q99712
6288	ENSG00000110063	10	ENSP00000263579	DCPS	HGNC:29812	Q96C86
6292	ENSG00000138750	16	ENSP00000264883	NUP54	HGNC:17359	Q7Z3B4
6309	ENSG00000084207	18	ENSP00000381607	GSTP1	HGNC:4638	P09211
6319	ENSG00000120860	11	ENSP00000240079	WASHC3	HGNC:24256	Q9Y3C0
6324	ENSG00000119938	9	ENSP00000238994	PPP1R3C	HGNC:9293	Q9UQK1
6326	ENSG00000159173	19	ENSP00000354488	TNNI1	HGNC:11945	P19237
6329	ENSG00000165410	15	ENSP00000298159	CFL2	HGNC:1875	Q9Y281
6336	ENSG00000111245	17	ENSP00000228841	MYL2	HGNC:7583	P10916
6337	ENSG00000085365	18	ENSP00000481022	SCAMP1	HGNC:10563	O15126
6339	ENSG00000173597	9	ENSP00000308770	SULT1B1	HGNC:17845	O43704
6341	ENSG00000196565	15	ENSP00000338082	HBG2	HGNC:4832	P69892
6345	ENSG00000173991	6	ENSP00000312624	TCAP	HGNC:11610	O15273
6356	ENSG00000173991	6	ENSP00000312624	TCAP	HGNC:11610	O15273
6359	ENSG00000118971	9	ENSP00000261254	CCND2	HGNC:1583	P30279
6363	ENSG00000204370	13	ENSP00000364699	SDHD	HGNC:10683	O14521
6395	ENSG00000198001	16	ENSP00000479889	IRAK4	HGNC:17967	Q9NWZ3
6406	ENSG00000122367	21	ENSP00000263066	LDB3	HGNC:15710	O75112
6408	ENSG00000134049	6	ENSP00000256433	IER3IP1	HGNC:18550	Q9Y5U9
6430	ENSG00000105048	18	ENSP00000291901	TNNT1	HGNC:11948	P13805
6446	ENSG00000125991	21	ENSP00000341358	ERGIC3	HGNC:15927	Q9Y282
6448	ENSG00000121058	5	ENSP00000240316	COIL	HGNC:2184	P38432
6488	ENSG00000169750	9	ENSP00000304283	RAC3	HGNC:9803	P60763
6490	ENSG00000078043	16	ENSP00000317163	PIAS2	HGNC:17311	O75928
6512	ENSG00000114062	22	ENSP00000502703	UBE3A	HGNC:12496	Q05086
6520	ENSG00000119650	13	ENSP00000238628	IFT43	HGNC:29669	Q96FT9
6534	ENSG00000172530	22	ENSP00000347125	BANP	HGNC:13450	Q8N9N5
6552	ENSG00000156009	10	ENSP00000286482	MAGEA8	HGNC:6806	P43361
6562	ENSG00000117899	11	ENSP00000261758	MESD	HGNC:13520	Q14696
6598	ENSG00000146670	10	ENSP00000275517	CDCA5	HGNC:14626	Q96FF9
6602	ENSG00000090661	12	ENSP00000251363	CERS4	HGNC:23747	Q9HA82
6604	ENSG00000166896	9	ENSP00000300145	ATP23	HGNC:29452	Q9Y6H3
6625	ENSG00000158480	11	ENSP00000289431	SPATA2	HGNC:14681	Q9UM82
6631	ENSG00000244462	8	ENSP00000363228	RBM12	HGNC:9898	Q9NTZ6
6632	ENSG00000103051	21	ENSP00000315775	COG4	HGNC:18620	Q9H9E3
6644	ENSG00000168000	16	ENSP00000385332	BSCL2	HGNC:15832	Q96G97
6653	ENSG00000139946	11	ENSP00000267460	PELI2	HGNC:8828	Q9HAT8
6666	ENSG00000126934	15	ENSP00000262948	MAP2K2	HGNC:6842	P36507
6699	ENSG00000101266	19	ENSP00000217244	CSNK2A1	HGNC:2457	P68400
6704	ENSG00000139112	11	ENSP00000266458	GABARAPL1	HGNC:4068	Q9H0R8
6710	ENSG00000197457	10	ENSP00000359070	STMN3	HGNC:15926	Q9NZ72
6722	ENSG00000066117	15	ENSP00000378414	SMARCD1	HGNC:11106	Q96GM5
6724	ENSG00000130487	9	ENSP00000379034	KLHDC7B	HGNC:25145	Q96G42
6725	ENSG00000141570	11	ENSP00000269385	CBX8	HGNC:15962	Q9HC52
6733	ENSG00000108578	15	ENSP00000261714	BLMH	HGNC:1059	Q13867
6734	ENSG00000151702	18	ENSP00000433488	FLI1	HGNC:3749	Q01543
6754	ENSG00000114209	15	ENSP00000376506	PDCD10	HGNC:8761	Q9BUL8
6756	ENSG00000154917	11	ENSP00000285208	RAB6B	HGNC:14902	Q9NRW1
6759	ENSG00000143947	15	ENSP00000272317	RPS27A	HGNC:10417	P62979
6786	ENSG00000130826	19	ENSP00000358563	DKC1	HGNC:2890	O60832
6791	ENSG00000136279	21	ENSP00000419992	DBNL	HGNC:2696	Q9UJU6
6792	ENSG00000142186	18	ENSP00000436993	SCYL1	HGNC:14372	Q96KG9
6802	ENSG00000131738	11	ENSP00000251646	KRT33B	HGNC:6451	Q14525
6806	ENSG00000106397	12	ENSP00000223127	PLOD3	HGNC:9083	O60568
6811	ENSG00000002822	16	ENSP00000265854	MAD1L1	HGNC:6762	Q9Y6D9
6813	ENSG00000168795	5	ENSP00000307604	ZBTB5	HGNC:23836	O15062
6819	ENSG00000128283	7	ENSP00000249014	CDC42EP1	HGNC:17014	Q00587
6853	ENSG00000129071	10	ENSP00000394080	MBD4	HGNC:6919	O95243
6866	ENSG00000110492	17	ENSP00000378933	MDK	HGNC:6972	P21741
6869	ENSG00000121454	6	ENSP00000263726	LHX4	HGNC:21734	Q969G2
6876	ENSG00000116717	13	ENSP00000360025	GADD45A	HGNC:4095	P24522
6892	ENSG00000151348	16	ENSP00000431173	EXT2	HGNC:3513	Q93063
6901	ENSG00000187778	14	ENSP00000345358	MCRS1	HGNC:6960	Q96EZ8
6916	ENSG00000067182	9	ENSP00000162749	TNFRSF1A	HGNC:11916	P19438
6947	ENSG00000198467	16	ENSP00000367542	TPM2	HGNC:12011	P07951
6953	ENSG00000175895	5	ENSP00000322373	PLEKHF2	HGNC:20757	Q9H8W4
6959	ENSG00000185883	12	ENSP00000454868	ATP6V0C	HGNC:855	P27449
6963	ENSG00000187838	17	ENSP00000316021	PLSCR3	HGNC:16495	Q9NRY6
6965	ENSG00000170779	11	ENSP00000337226	CDCA4	HGNC:14625	Q9BXL8
6970	ENSG00000080815	20	ENSP00000350342	PSEN1	HGNC:9508	P49768
6983	ENSG00000164093	18	ENSP00000495061	PITX2	HGNC:9005	Q99697
6985	ENSG00000154781	17	ENSP00000373304	CCDC174	HGNC:28033	Q6PII3
7011	ENSG00000182923	20	ENSP00000328382	CEP63	HGNC:25815	Q96MT8
7021	ENSG00000115762	17	ENSP00000510611	PLEKHB2	HGNC:19236	Q96CS7
7035	ENSG00000179348	13	ENSP00000400259	GATA2	HGNC:4171	P23769
7038	ENSG00000184047	20	ENSP00000442360	DIABLO	HGNC:21528	Q9NR28
7045	ENSG00000145901	16	ENSP00000430760	TNIP1	HGNC:16903	Q15025
7047	ENSG00000171503	13	ENSP00000426638	ETFDH	HGNC:3483	Q16134
7048	ENSG00000139428	12	ENSP00000445920	MMAB	HGNC:19331	Q96EY8
7058	ENSG00000179262	10	ENSP00000467024	RAD23A	HGNC:9812	P54725
7081	ENSG00000167565	13	ENSP00000325414	SERTAD3	HGNC:17931	Q9UJW9
7084	ENSG00000167113	11	ENSP00000300452	COQ4	HGNC:19693	Q9Y3A0
7106	ENSG00000127561	16	ENSP00000248121	SYNGR3	HGNC:11501	O43761
7110	ENSG00000173801	17	ENSP00000377508	JUP	HGNC:6207	P14923
7122	ENSG00000196372	13	ENSP00000433358	ASB13	HGNC:19765	Q8WXK3
7128	ENSG00000198576	4	ENSP00000349022	ARC	HGNC:648	Q7LC44
7142	ENSG00000174791	11	ENSP00000310406	RIN1	HGNC:18749	Q13671
7147	ENSG00000115380	20	ENSP00000347596	EFEMP1	HGNC:3218	Q12805
7150	ENSG00000116044	17	ENSP00000380252	NFE2L2	HGNC:7782	Q16236
7154	ENSG00000197375	14	ENSP00000245407	SLC22A5	HGNC:10969	O76082
7167	ENSG00000129221	16	ENSP00000370521	AIPL1	HGNC:359	Q9NZN9
7177	ENSG00000075624	17	ENSP00000494750	ACTB	HGNC:132	P60709
7187	ENSG00000084764	12	ENSP00000233121	MAPRE3	HGNC:6892	Q9UPY8
7198	ENSG00000143171	13	ENSP00000352900	RXRG	HGNC:10479	P48443
7201	ENSG00000185379	21	ENSP00000338790	RAD51D	HGNC:9823	O75771
7215	ENSG00000169297	8	ENSP00000368253	NR0B1	HGNC:7960	P51843
7226	ENSG00000113845	10	ENSP00000418803	TIMMDC1	HGNC:1321	Q9NPL8
7233	ENSG00000162236	13	ENSP00000378182	STX5	HGNC:11440	Q13190
7245	ENSG00000064195	7	ENSP00000389870	DLX3	HGNC:2916	O60479
7251	ENSG00000104044	16	ENSP00000261276	OCA2	HGNC:8101	Q04671
7254	ENSG00000168389	18	ENSP00000361898	MFSD2A	HGNC:25897	Q8NA29
7255	ENSG00000169895	6	ENSP00000369500	SYAP1	HGNC:16273	Q96A49
7270	ENSG00000102103	18	ENSP00000391759	PQBP1	HGNC:9330	O60828
7280	ENSG00000159261	12	ENSP00000382087	CLDN14	HGNC:2035	O95500
7297	ENSG00000101546	13	ENSP00000305696	RBFA	HGNC:26120	Q8N0V3
7305	ENSG00000134262	13	ENSP00000358582	AP4B1	HGNC:572	Q9Y6B7
7320	ENSG00000100299	18	ENSP00000216124	ARSA	HGNC:713	P15289
7323	ENSG00000109099	16	ENSP00000308937	PMP22	HGNC:9118	Q01453
7357	ENSG00000110031	13	ENSP00000378512	LPXN	HGNC:14061	O60711
7366	ENSG00000116863	11	ENSP00000362273	ADPRS	HGNC:21304	Q9NX46
7389	ENSG00000162438	12	ENSP00000365116	CTRC	HGNC:2523	Q99895
7404	ENSG00000150773	12	ENSP00000280350	PIH1D2	HGNC:25210	Q8WWB5
7408	ENSG00000163762	7	ENSP00000296059	TM4SF18	HGNC:25181	Q96CE8
7419	ENSG00000094841	14	ENSP00000362481	UPRT	HGNC:28334	Q96BW1
7424	ENSG00000121350	16	ENSP00000240651	PYROXD1	HGNC:26162	Q8WU10
7439	ENSG00000138443	17	ENSP00000261017	ABI2	HGNC:24011	Q9NYB9
7450	ENSG00000136937	13	ENSP00000364289	NCBP1	HGNC:7658	Q09161
7463	ENSG00000156873	16	ENSP00000455607	PHKG2	HGNC:8931	P15735
7465	ENSG00000179348	13	ENSP00000345681	GATA2	HGNC:4171	P23769
7473	ENSG00000100577	19	ENSP00000216465	GSTZ1	HGNC:4643	O43708
7487	ENSG00000152804	11	ENSP00000282728	HHEX	HGNC:4901	Q03014
7515	ENSG00000152422	16	ENSP00000421491	XRCC4	HGNC:12831	Q13426
7561	ENSG00000164040	18	ENSP00000296425	PGRMC2	HGNC:16089	O15173
7584	ENSG00000139131	13	ENSP00000320658	YARS2	HGNC:24249	Q9Y2Z4
7586	ENSG00000128298	18	ENSP00000371085	BAIAP2L2	HGNC:26203	Q6UXY1
7587	ENSG00000113580	15	ENSP00000377977	NR3C1	HGNC:7978	P04150
7591	ENSG00000168175	15	ENSP00000378851	MAPK1IP1L	HGNC:19840	Q8NDC0
7595	ENSG00000137700	19	ENSP00000476242	SLC37A4	HGNC:4061	O43826
7606	ENSG00000101197	13	ENSP00000217169	BIRC7	HGNC:13702	Q96CA5
7617	ENSG00000157613	11	ENSP00000481956	CREB3L1	HGNC:18856	Q96BA8
7626	ENSG00000140691	18	ENSP00000443995	ARMC5	HGNC:25781	Q96C12
7630	ENSG00000117560	8	ENSP00000356694	FASLG	HGNC:11936	P48023
7634	ENSG00000141551	15	ENSP00000376146	CSNK1D	HGNC:2452	P48730
7637	ENSG00000126759	14	ENSP00000380189	CFP	HGNC:8864	P27918
7646	ENSG00000105617	4	ENSP00000222224	LENG1	HGNC:15502	Q96BZ8
7651	ENSG00000147168	14	ENSP00000363318	IL2RG	HGNC:6010	P31785
7652	ENSG00000136854	25	ENSP00000362396	STXBP1	HGNC:11444	P61764
7662	ENSG00000136936	11	ENSP00000364270	XPA	HGNC:12814	P23025
7664	ENSG00000140612	14	ENSP00000268220	SEC11A	HGNC:17718	P67812
7675	ENSG00000173614	14	ENSP00000366410	NMNAT1	HGNC:17877	Q9HAN9
7682	ENSG00000140743	8	ENSP00000268383	CDR2	HGNC:1799	Q01850
