experiment	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPH2	54741	1	G03	empty-AD	0	3AT	2	0	20	1
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	TAT	54914	1	H03	TAT	54914	3AT	2	4	5672	4411
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	TAT	54914	1	A04	empty-AD	0	3AT	2	0	43	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	TUFM	3693	1	B04	HMBOX1	14887	3AT	2	4	8385	6867
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	TUFM	3693	1	C04	CMTM5	869	3AT	2	4	3583	2922
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	TUFM	3693	1	D04	empty-AD	0	3AT	2	0	16	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	PTPN11	2863	1	E04	GMNN	5591	3AT	2	0	20	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	PTPN11	2863	1	F04	empty-AD	0	3AT	2	0	32	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HSF4	100015118	1	G04	NUP62	11746	3AT	2	4	9612	7919
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HSF4	100015118	1	H04	KRT31	56141	3AT	2	4	5884	4803
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HSF4	100015118	1	A05	SESTD1	10613	3AT	2	4	1800	1461
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HSF4	100015118	1	B05	empty-AD	0	3AT	2	0	71	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	C05	RBMX	4635	3AT	2	4	11481	9253
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	D05	ZNF408	252	3AT	2	4	6078	4907
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	E05	CIRBP	4662	3AT	2	0	47	3
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	F05	QKI	8168	3AT	2	3	258	151
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	G05	RBMY1J	1940	3AT	2	4	9216	7502
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	H05	ZNF526	6112	3AT	2	4	11923	9573
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	A06	ABI1	12435	3AT	2	4	10884	8750
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	B06	KHDRBS3	10061	3AT	2	4	6083	4830
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	C06	RBMY1A1	14935	3AT	2	4	10176	8257
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	D06	RBPMS2	100069067	3AT	2	4	4005	3207
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	E06	AES	53886	3AT	2	4	55	14
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	HNRNPK	4706	1	F06	empty-AD	0	3AT	2	0	25	2
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	ASL	2687	1	G06	ASL	2687	3AT	2	4	9329	7759
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	ASL	2687	1	H06	empty-AD	0	3AT	2	0	30	1
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	GCK	3689	1	A07	SPDYE4	70835	3AT	2	4	2351	1875
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	GCK	3689	1	B07	empty-AD	0	3AT	2	0	24	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	CHRNG	56278	1	C07	CYSRT1	13662	3AT	2	4	6118	4792
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	CHRNG	56278	1	D07	NOTCH2NL	55237	3AT	2	4	5433	4269
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	CHRNG	56278	1	E07	KRTAP5-9	13791	3AT	2	4	6188	4895
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	CHRNG	56278	1	F07	KRTAP1-1	71959	3AT	2	4	5450	4273
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	CHRNG	56278	1	G07	KRTAP10-8	56717	3AT	2	4	10455	8247
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	CHRNG	56278	1	H07	empty-AD	0	3AT	2	0	24	3
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	SLC39A7	8017	1	A08	LCE2C	100064145	3AT	2	4	26	4
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	SLC39A7	8017	1	B08	empty-AD	0	3AT	2	0	20	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	C08	VIM	69	3AT	2	4	10132	8205
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	D08	GOLGA6L9	10460	3AT	2	4	6081	4909
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	E08	TFIP11	5894	3AT	2	4	5288	4256
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	F08	DES	12573	3AT	2	4	11124	9008
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	G08	GFAP	2920	3AT	2	4	7281	5773
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	H08	PRPH	9926	3AT	2	4	10388	8272
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	A09	KRT15	4105	3AT	2	4	8814	7060
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DES	12573	1	B09	empty-AD	0	3AT	2	0	25	1
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	MEIS2	11603	1	C09	CTAG1A	54699	3AT	2	0	830	653
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	MEIS2	11603	1	D09	PBX1	71783	3AT	2	4	7477	5977
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	MEIS2	11603	1	E09	KRTAP6-3	100064146	3AT	2	4	10628	8381
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	MEIS2	11603	1	F09	empty-AD	0	3AT	2	0	12	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	GSS	5132	1	G09	GSS	5132	3AT	2	4	8081	6434
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	GSS	5132	1	H09	empty-AD	0	3AT	2	0	43	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	IKZF1	2940	1	A10	FAM214B	4302	3AT	2	1	14	1
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	IKZF1	2940	1	B10	empty-AD	0	3AT	2	0	41	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	C10	HOOK2	573	3AT	2	3	10531	8482
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	D10	PAK5	1317	3AT	2	3	5401	4283
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	E10	LZTS1	100069938	3AT	2	4	8577	6902
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	F10	EIF4ENIF1	1881	3AT	2	4	9159	7420
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	G10	TRAF2	9637	3AT	2	4	7846	6307
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	H10	EDC3	3057	3AT	2	4	7549	6079
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	A11	BEGAIN	7954	3AT	2	4	9155	7333
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	B11	DDX17	8028	3AT	2	3	12540	10131
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	C11	FXR1	100002625	3AT	2	4	10054	8066
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	D11	SIPA1L2	563	3AT	2	4	5612	4506
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	E11	BIRC7	7606	3AT	2	4	14076	11466
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	F11	TRIM54	55664	3AT	2	3	7506	5944
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	G11	MTUS2	9746	3AT	2	3	9062	7365
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	H11	SCYL1	6792	3AT	2	3	12	0
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	A12	REL	53942	3AT	2	3	13379	10678
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	B12	ZBTB10	56858	3AT	2	4	8634	7025
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	C12	CEP76	1190	3AT	2	4	3320	2568
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	D12	DISC1	72137	3AT	2	0	12575	10295
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	E12	PICK1	100000407	3AT	2	4	14004	11379
HsVcPPIP02a1	J37X7P_4_sample_4	G_DB	D_AD	DDX6	12339	1	F12	GIGYF1	100069089	3AT	2	4	8639	6986
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	SMAD3	11805	1	A01	empty-AD	0	3AT	3	0	155	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	KCNJ2	100016069	1	B01	KCNJ2	100016069	3AT	3	4	22981	18714
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	KCNJ2	100016069	1	C01	empty-AD	0	3AT	3	0	34	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TRIP13	4664	1	D01	TRIP13	4664	3AT	3	4	17537	14186
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TRIP13	4664	1	E01	LASP1	5231	3AT	3	0	10	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TRIP13	4664	1	F01	FNDC3B	676	3AT	3	0	56	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TRIP13	4664	1	G01	empty-AD	0	3AT	3	0	61	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TBX6	12746	1	H01	USP54	54957	3AT	3	4	28	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TBX6	12746	1	A02	TCP11L1	71146	3AT	3	4	18575	15304
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TBX6	12746	1	B02	KRTAP6-3	100064146	3AT	3	4	20162	16580
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TBX6	12746	1	C02	CRX	3015	3AT	3	4	16986	14044
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TBX6	12746	1	D02	AES	53886	3AT	3	4	21447	17740
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TBX6	12746	1	E02	empty-AD	0	3AT	3	0	40	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HGD	14910	1	F02	HGD	14910	3AT	3	4	23838	17815
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HGD	14910	1	G02	empty-AD	0	3AT	3	0	72	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	ZIC1	70473	1	H02	CYSRT1	13662	3AT	3	4	42	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	ZIC1	70473	1	A03	empty-AD	0	3AT	3	0	60	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	RARB	10851	1	B03	PPARGC1A	100061732	3AT	3	0	27	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	RARB	10851	1	C03	CCNDBP1	100	3AT	3	0	37	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	RARB	10851	1	D03	empty-AD	0	3AT	3	1	1714	1181
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPH2	54741	1	E03	MSI2	5942	3AT	3	4	20746	16353
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPH2	54741	1	F03	HSF2BP	100070143	3AT	3	0	44	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPH2	54741	1	G03	empty-AD	0	3AT	3	0	33	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TAT	54914	1	H03	TAT	54914	3AT	3	4	14808	11477
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TAT	54914	1	A04	empty-AD	0	3AT	3	0	53	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TUFM	3693	1	B04	HMBOX1	14887	3AT	3	4	11902	9684
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TUFM	3693	1	C04	CMTM5	869	3AT	3	4	14561	11808
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	TUFM	3693	1	D04	empty-AD	0	3AT	3	0	14	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	PTPN11	2863	1	E04	GMNN	5591	3AT	3	0	283	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	PTPN11	2863	1	F04	empty-AD	0	3AT	3	0	20	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HSF4	100015118	1	G04	NUP62	11746	3AT	3	4	17314	14190
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HSF4	100015118	1	H04	KRT31	56141	3AT	3	4	16785	13771
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HSF4	100015118	1	A05	SESTD1	10613	3AT	3	4	16391	13435
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HSF4	100015118	1	B05	empty-AD	0	3AT	3	0	57	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	C05	RBMX	4635	3AT	3	4	14042	11050
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	D05	ZNF408	252	3AT	3	4	18359	14764
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	E05	CIRBP	4662	3AT	3	0	14	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	F05	QKI	8168	3AT	3	3	12109	9664
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	G05	RBMY1J	1940	3AT	3	4	19672	15918
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	H05	ZNF526	6112	3AT	3	4	19042	15359
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	A06	ABI1	12435	3AT	3	4	21069	17110
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	B06	KHDRBS3	10061	3AT	3	4	16278	12793
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	C06	RBMY1A1	14935	3AT	3	4	13847	11161
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	D06	RBPMS2	100069067	3AT	3	4	16314	12927
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	E06	AES	53886	3AT	3	4	8735	6762
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	HNRNPK	4706	1	F06	empty-AD	0	3AT	3	0	18	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	ASL	2687	1	G06	ASL	2687	3AT	3	4	13695	11342
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	ASL	2687	1	H06	empty-AD	0	3AT	3	0	47	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	GCK	3689	1	A07	SPDYE4	70835	3AT	3	4	20596	16304
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	GCK	3689	1	B07	empty-AD	0	3AT	3	0	58	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	CHRNG	56278	1	C07	CYSRT1	13662	3AT	3	4	14127	11059
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	CHRNG	56278	1	D07	NOTCH2NL	55237	3AT	3	4	13854	10963
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	CHRNG	56278	1	E07	KRTAP5-9	13791	3AT	3	4	13981	11041
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	CHRNG	56278	1	F07	KRTAP1-1	71959	3AT	3	4	9416	7441
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	CHRNG	56278	1	G07	KRTAP10-8	56717	3AT	3	4	16937	13294
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	CHRNG	56278	1	H07	empty-AD	0	3AT	3	0	51	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	SLC39A7	8017	1	A08	LCE2C	100064145	3AT	3	4	25558	20119
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	SLC39A7	8017	1	B08	empty-AD	0	3AT	3	0	48	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	C08	VIM	69	3AT	3	4	17244	13909
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	D08	GOLGA6L9	10460	3AT	3	4	14959	11922
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	E08	TFIP11	5894	3AT	3	4	10874	8688
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	F08	DES	12573	3AT	3	4	12407	9969
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	G08	GFAP	2920	3AT	3	4	11785	9446
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	H08	PRPH	9926	3AT	3	4	13658	10974
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	A09	KRT15	4105	3AT	3	4	18526	14851
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DES	12573	1	B09	empty-AD	0	3AT	3	0	28	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	MEIS2	11603	1	C09	CTAG1A	54699	3AT	3	0	230	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	MEIS2	11603	1	D09	PBX1	71783	3AT	3	4	9199	7398
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	MEIS2	11603	1	E09	KRTAP6-3	100064146	3AT	3	4	11934	9581
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	MEIS2	11603	1	F09	empty-AD	0	3AT	3	0	29	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	GSS	5132	1	G09	GSS	5132	3AT	3	4	20694	16446
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	GSS	5132	1	H09	empty-AD	0	3AT	3	0	27	0
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	IKZF1	2940	1	A10	FAM214B	4302	3AT	3	2	9758	7990
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	IKZF1	2940	1	B10	empty-AD	0	3AT	3	0	56	1
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	C10	HOOK2	573	3AT	3	3	17145	13775
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	D10	PAK5	1317	3AT	3	3	14113	11408
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	E10	LZTS1	100069938	3AT	3	4	15825	12814
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	F10	EIF4ENIF1	1881	3AT	3	4	24570	19894
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	G10	TRAF2	9637	3AT	3	4	23181	18844
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	H10	EDC3	3057	3AT	3	4	16607	13450
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	A11	BEGAIN	7954	3AT	3	4	21462	17258
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	B11	DDX17	8028	3AT	3	3	23967	19387
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	C11	FXR1	100002625	3AT	3	3	25650	20789
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	D11	SIPA1L2	563	3AT	3	4	19635	15854
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	E11	BIRC7	7606	3AT	3	4	18287	14796
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	F11	TRIM54	55664	3AT	3	3	22485	18181
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	G11	MTUS2	9746	3AT	3	3	19566	15789
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	H11	SCYL1	6792	3AT	3	3	20820	16867
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	A12	REL	53942	3AT	3	4	34753	28270
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	B12	ZBTB10	56858	3AT	3	4	23206	18826
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	C12	CEP76	1190	3AT	3	4	22127	17820
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	D12	DISC1	72137	3AT	3	4	24792	20036
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	E12	PICK1	100000407	3AT	3	4	19393	15710
HsVcPPIP02a1	J37X7P_4_sample_4	O_DB	N_AD	DDX6	12339	1	F12	GIGYF1	100069089	3AT	3	4	28942	23388
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	SMAD3	11805	1	A01	empty-AD	0	LW	1	4	12436	3425
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	KCNJ2	100016069	1	B01	KCNJ2	100016069	LW	1	4	21926	10297
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	KCNJ2	100016069	1	C01	empty-AD	0	LW	1	4	23301	10682
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TRIP13	4664	1	D01	TRIP13	4664	LW	1	4	23475	12162
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TRIP13	4664	1	E01	LASP1	5231	LW	1	4	19297	8140
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TRIP13	4664	1	F01	FNDC3B	676	LW	1	4	17748	9858
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TRIP13	4664	1	G01	empty-AD	0	LW	1	4	23777	11422
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TBX6	12746	1	H01	USP54	54957	LW	1	4	11891	7046
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TBX6	12746	1	A02	TCP11L1	71146	LW	1	4	22373	10973
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TBX6	12746	1	B02	KRTAP6-3	100064146	LW	1	4	16457	9065
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TBX6	12746	1	C02	CRX	3015	LW	1	4	24633	12467
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TBX6	12746	1	D02	AES	53886	LW	1	4	25695	9968
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TBX6	12746	1	E02	empty-AD	0	LW	1	4	22531	12201
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	HGD	14910	1	F02	HGD	14910	LW	1	4	28956	15646
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	HGD	14910	1	G02	empty-AD	0	LW	1	4	30133	14904
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	ZIC1	70473	1	H02	CYSRT1	13662	LW	1	4	20576	12715
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	ZIC1	70473	1	A03	empty-AD	0	LW	1	4	31977	14677
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	RARB	10851	1	B03	PPARGC1A	100061732	LW	1	4	29664	14864
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	RARB	10851	1	C03	CCNDBP1	100	LW	1	4	26018	12392
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	RARB	10851	1	D03	empty-AD	0	LW	1	4	25738	13034
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	HNRNPH2	54741	1	E03	MSI2	5942	LW	1	4	24657	11945
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	HNRNPH2	54741	1	F03	HSF2BP	100070143	LW	1	4	28297	15416
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	HNRNPH2	54741	1	G03	empty-AD	0	LW	1	4	31042	16485
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TAT	54914	1	H03	TAT	54914	LW	1	4	29777	15813
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TAT	54914	1	A04	empty-AD	0	LW	1	4	33586	16881
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TUFM	3693	1	B04	HMBOX1	14887	LW	1	4	18254	7276
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TUFM	3693	1	C04	CMTM5	869	LW	1	4	18979	10418
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	TUFM	3693	1	D04	empty-AD	0	LW	1	4	18391	9365
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	PTPN11	2863	1	E04	GMNN	5591	LW	1	4	29180	15920
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	PTPN11	2863	1	F04	empty-AD	0	LW	1	4	9071	5434
HsVcPPIP02a1	J37X7P_4_sample_4	K_DB	E_AD	HSF4	100015118	1	G04	NUP62	11746	LW	1	4	27395	13724
